Дата операции;Категория;Описание;Сумма в валюте счёта
30.06.2026;Супермаркеты;VKUSVILL 2281;-307,44
30.06.2026;Кафе;SURF COFFEE EKATERINBURG;-209,01
30.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2175,11
01.07.2026;Связь;MTS MOBILE PAY;-650,00
01.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3882,00
01.07.2026;Транспорт;METRO EKB TURNIKET;-38,49
01.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2434,66
01.07.2026;Переводы;PEREVOD SBP;-7022,47
02.07.2026;Кафе;COFFEE LIKE EKB;-282,35
03.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-637,91
03.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-318,95
03.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1128,18
04.07.2026;Супермаркеты;VKUSVILL 2281;-1235,17
04.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-639,87
05.07.2026;Кафе;COFFEE LIKE EKB;-267,05
05.07.2026;Транспорт;METRO EKB TURNIKET;-43,70
05.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2891,08
06.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1939,54
06.07.2026;Кафе;COFFEE LIKE EKB;-274,13
07.07.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
07.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1423,14
07.07.2026;Маркетплейсы;WILDBERRIES 4715;-5321,97
07.07.2026;Переводы;PEREVOD SBP;-1519,87
08.07.2026;Супермаркеты;VKUSVILL 2281;-801,13
08.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1882,81
08.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2246,36
09.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-852,00
09.07.2026;Кафе;SURF COFFEE EKATERINBURG;-494,18
09.07.2026;Рестораны;DODO PIZZA 1130;-1233,81
10.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-360,51
10.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1325,54
10.07.2026;Кафе;COFFEE LIKE EKB;-191,31
10.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-289,32
10.07.2026;Транспорт;METRO EKB TURNIKET;-34,85
10.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2986,04
11.07.2026;Развлечения;LITRES.RU MOSCOW RUS;-399,00
11.07.2026;Переводы;PEREVOD SBP;-4727,78
12.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2695,90
13.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2252,53
13.07.2026;Кафе;COFFEE LIKE EKB;-325,62
13.07.2026;Транспорт;METRO EKB TURNIKET;-41,06
14.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1707,14
14.07.2026;Кафе;SURF COFFEE EKATERINBURG;-338,26
14.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2611,35
14.07.2026;Маркетплейсы;WILDBERRIES 4715;-2901,07
14.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1691,68
15.07.2026;Супермаркеты;VKUSVILL 2281;-1375,39
15.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-680,84
15.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2782,15
15.07.2026;Здоровье;APTEKA APREL EKB;-389,90
15.07.2026;Переводы;PEREVOD SBP;-5026,95
16.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-273,19
16.07.2026;Рестораны;DODO PIZZA 1130;-1273,91
17.07.2026;Спорт;WORLD CLASS FITNESS MOSCOW;-4990,00
17.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-959,63
17.07.2026;Кафе;COFFEE LIKE EKB;-316,30
18.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-440,48
18.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1349,97
18.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-475,00
18.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-3387,49
19.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-340,35
19.07.2026;Транспорт;METRO EKB TURNIKET;-46,60
20.07.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
20.07.2026;Супермаркеты;VKUSVILL 2281;-495,70
20.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-504,32
21.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1501,37
21.07.2026;Кафе;COFFEE LIKE EKB;-275,52
21.07.2026;Переводы;PEREVOD SBP;-2455,94
22.07.2026;Развлечения;PLAYSTATION NETWORK PS PLUS;-799,00
22.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-498,16
22.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-713,03
22.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1257,98
22.07.2026;Маркетплейсы;WILDBERRIES 4715;-3000,48
23.07.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
23.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1330,86
23.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1380,19
23.07.2026;Кафе;COFFEE LIKE EKB;-372,95
23.07.2026;Транспорт;METRO EKB TURNIKET;-38,78
24.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-624,62
24.07.2026;Кафе;SURF COFFEE EKATERINBURG;-209,84
24.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-282,70
24.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2369,81
24.07.2026;Одежда;SPORTMASTER EKB;-5552,79
24.07.2026;Переводы;PEREVOD SBP;-3510,42
25.07.2026;Кафе;COFFEE LIKE EKB;-216,28
25.07.2026;Здоровье;APTEKA APREL EKB;-894,99
25.07.2026;Маркетплейсы;OZON.RU MOSCOW;-887,77
26.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1754,04
26.07.2026;Транспорт;METRO EKB TURNIKET;-53,11
26.07.2026;Электроника;DNS SHOP EKATERINBURG;-4462,59
27.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1912,94
27.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-632,33
27.07.2026;Кафе;COFFEE LIKE EKB;-402,35
27.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1367,45
28.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1311,84
28.07.2026;Супермаркеты;VKUSVILL 2281;-904,70
28.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-709,87
28.07.2026;Переводы;PEREVOD SBP;-3875,10
29.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-418,10
29.07.2026;Кафе;COFFEE LIKE EKB;-352,63
29.07.2026;Транспорт;METRO EKB TURNIKET;-49,42
30.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-587,05
30.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-848,05
30.07.2026;Рестораны;DODO PIZZA 1130;-1144,46
30.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2675,06
30.07.2026;Маркетплейсы;OZON.RU MOSCOW;-3825,26
30.07.2026;Маркетплейсы;WILDBERRIES 4715;-5620,78
31.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-871,32
31.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2186,96
01.08.2026;Связь;MTS MOBILE PAY;-650,00
01.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1687,14
01.08.2026;Кафе;SURF COFFEE EKATERINBURG;-245,20
02.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-831,08
02.08.2026;Кафе;COFFEE LIKE EKB;-303,86
02.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-276,92
02.08.2026;Переводы;PEREVOD SBP;-4407,91
03.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2134,66
03.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1697,82
03.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3525,16
03.08.2026;Супермаркеты;VKUSVILL 2281;-1260,07
04.08.2026;Кафе;COFFEE LIKE EKB;-283,46
04.08.2026;Транспорт;METRO EKB TURNIKET;-52,24
04.08.2026;Маркетплейсы;WILDBERRIES 4715;-1175,60
05.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1441,74
05.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1220,25
05.08.2026;Маркетплейсы;OZON.RU MOSCOW;-2384,68
05.08.2026;Переводы;PEREVOD SBP;-1161,83
06.08.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
06.08.2026;Кафе;COFFEE LIKE EKB;-237,75
06.08.2026;Кафе;SURF COFFEE EKATERINBURG;-557,75
06.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-2049,24
07.08.2026;Супермаркеты;VKUSVILL 2281;-1173,93
07.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1369,98
08.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1838,26
08.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1105,16
08.08.2026;Супермаркеты;VKUSVILL 2281;-504,32
08.08.2026;Кафе;COFFEE LIKE EKB;-219,76
08.08.2026;Рестораны;DODO PIZZA 1130;-1258,87
08.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-786,63
09.08.2026;Супермаркеты;VKUSVILL 2281;-1401,76
09.08.2026;Транспорт;METRO EKB TURNIKET;-48,17
09.08.2026;Здоровье;APTEKA APREL EKB;-851,85
10.08.2026;Переводы;PEREVOD SBP;-3937,59
11.08.2026;Развлечения;LITRES.RU MOSCOW RUS;-399,00
11.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2389,91
11.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-885,73
11.08.2026;Кафе;COFFEE LIKE EKB;-225,51
11.08.2026;Маркетплейсы;WILDBERRIES 4715;-4039,83
12.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-368,97
12.08.2026;Кафе;COFFEE LIKE EKB;-300,06
12.08.2026;Кафе;SURF COFFEE EKATERINBURG;-233,83
12.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3044,46
12.08.2026;Маркетплейсы;OZON.RU MOSCOW;-4638,65
13.08.2026;Кафе;COFFEE LIKE EKB;-289,49
13.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-421,31
14.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1671,75
14.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-420,61
14.08.2026;Маркетплейсы;WILDBERRIES 4715;-2640,20
15.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-571,69
16.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-865,84
16.08.2026;Кафе;COFFEE LIKE EKB;-259,74
16.08.2026;Транспорт;METRO EKB TURNIKET;-55,01
17.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-764,92
17.08.2026;Супермаркеты;VKUSVILL 2281;-1032,71
17.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-181,82
18.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-787,37
18.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3738,93
18.08.2026;Маркетплейсы;WILDBERRIES 4715;-3885,00
18.08.2026;Одежда;SPORTMASTER EKB;-3787,61
18.08.2026;Переводы;PEREVOD SBP;-5941,20
19.08.2026;Спорт;WORLD CLASS FITNESS MOSCOW;-4990,00
19.08.2026;Кафе;COFFEE LIKE EKB;-299,90
19.08.2026;Кафе;SURF COFFEE EKATERINBURG;-482,57
19.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-695,50
19.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-2056,22
20.08.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
20.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-798,64
20.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-676,49
20.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-2586,70
20.08.2026;Маркетплейсы;OZON.RU MOSCOW;-2668,13
21.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-663,13
22.08.2026;Супермаркеты;VKUSVILL 2281;-1376,06
22.08.2026;Кафе;COFFEE LIKE EKB;-342,20
22.08.2026;Кафе;SURF COFFEE EKATERINBURG;-273,50
22.08.2026;Транспорт;METRO EKB TURNIKET;-42,49
23.08.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
23.08.2026;Развлечения;PLAYSTATION NETWORK PS PLUS;-799,00
23.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-648,56
23.08.2026;Маркетплейсы;WILDBERRIES 4715;-2923,65
23.08.2026;Переводы;PEREVOD SBP;-8712,70
24.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-778,05
25.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-906,71
25.08.2026;Рестораны;DODO PIZZA 1130;-619,26
25.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-794,34
25.08.2026;Транспорт;METRO EKB TURNIKET;-51,04
25.08.2026;Маркетплейсы;OZON.RU MOSCOW;-3381,70
25.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1787,69
26.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-808,39
26.08.2026;Кафе;COFFEE LIKE EKB;-271,01
26.08.2026;Кафе;SURF COFFEE EKATERINBURG;-353,81
27.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1774,33
27.08.2026;Супермаркеты;VKUSVILL 2281;-888,83
27.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-416,03
27.08.2026;Здоровье;APTEKA APREL EKB;-1483,36
28.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-796,20
28.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1715,94
29.08.2026;Кафе;COFFEE LIKE EKB;-259,19
29.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3537,28
29.08.2026;Маркетплейсы;OZON.RU MOSCOW;-497,00
30.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1493,29
30.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-571,20
30.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3227,04
31.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2203,27
31.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1091,82
31.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-721,64
31.08.2026;Маркетплейсы;WILDBERRIES 4715;-5010,30
31.08.2026;Переводы;PEREVOD SBP;-1960,92
