Дата операции;Категория;Описание;Сумма в валюте счёта
25.06.2026;Рестораны;DODO PIZZA 1130;-619,26
25.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-289,32
26.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-624,62
26.06.2026;Кафе;COFFEE LIKE EKB;-409,41
26.06.2026;Кафе;SURF COFFEE EKATERINBURG;-281,83
26.06.2026;Маркетплейсы;WILDBERRIES 4715;-4485,23
26.06.2026;Электроника;DNS SHOP EKATERINBURG;-4881,66
27.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3738,93
27.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1746,67
27.06.2026;Кафе;COFFEE LIKE EKB;-340,97
28.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-940,77
28.06.2026;Супермаркеты;VKUSVILL 2281;-904,70
28.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1113,20
28.06.2026;Кафе;COFFEE LIKE EKB;-267,58
29.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1274,86
29.06.2026;Транспорт;METRO EKB TURNIKET;-40,95
29.06.2026;Переводы;PEREVOD SBP;-3937,59
30.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-637,91
30.06.2026;Кафе;COFFEE LIKE EKB;-222,92
30.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-680,84
01.07.2026;Связь;MTS MOBILE PAY;-650,00
01.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1906,02
01.07.2026;Кафе;COFFEE LIKE EKB;-368,21
01.07.2026;Здоровье;APTEKA APREL EKB;-1605,21
01.07.2026;Маркетплейсы;OZON.RU MOSCOW;-849,28
01.07.2026;Маркетплейсы;WILDBERRIES 4715;-5353,56
02.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1423,14
02.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-418,10
02.07.2026;Кафе;COFFEE LIKE EKB;-267,61
02.07.2026;Кафе;SURF COFFEE EKATERINBURG;-396,49
02.07.2026;Рестораны;DODO PIZZA 1130;-724,17
02.07.2026;Транспорт;METRO EKB TURNIKET;-63,12
02.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2503,95
03.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-475,00
03.07.2026;Переводы;PEREVOD SBP;-3942,77
04.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-321,19
04.07.2026;Супермаркеты;VKUSVILL 2281;-1260,07
04.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-706,00
04.07.2026;Кафе;COFFEE LIKE EKB;-347,38
04.07.2026;Маркетплейсы;WILDBERRIES 4715;-4594,83
05.07.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
05.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-504,32
05.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-624,02
06.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2252,53
06.07.2026;Кафе;COFFEE LIKE EKB;-374,30
06.07.2026;Кафе;SURF COFFEE EKATERINBURG;-418,81
06.07.2026;Маркетплейсы;OZON.RU MOSCOW;-1452,65
07.07.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
07.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1236,35
07.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1715,94
07.07.2026;Маркетплейсы;WILDBERRIES 4715;-1686,38
07.07.2026;Переводы;PEREVOD SBP;-8712,70
08.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1697,82
08.07.2026;Супермаркеты;VKUSVILL 2281;-1173,93
08.07.2026;Транспорт;METRO EKB TURNIKET;-41,38
08.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-1999,56
08.07.2026;Маркетплейсы;OZON.RU MOSCOW;-643,40
09.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2147,74
09.07.2026;Супермаркеты;VKUSVILL 2281;-504,32
09.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-282,70
09.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2060,88
10.07.2026;Супермаркеты;VKUSVILL 2281;-1401,76
10.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1547,52
10.07.2026;Рестораны;DODO PIZZA 1130;-1171,82
11.07.2026;Кафе;COFFEE LIKE EKB;-173,40
11.07.2026;Маркетплейсы;WILDBERRIES 4715;-2398,86
12.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-440,48
12.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-224,81
13.07.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
13.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1672,61
13.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-709,87
14.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2146,26
14.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-368,97
14.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1230,25
14.07.2026;Кафе;COFFEE LIKE EKB;-275,47
14.07.2026;Кафе;SURF COFFEE EKATERINBURG;-477,01
14.07.2026;Транспорт;METRO EKB TURNIKET;-41,43
15.07.2026;Переводы;PEREVOD SBP;-4410,82
16.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1064,84
16.07.2026;Кафе;COFFEE LIKE EKB;-314,79
17.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1330,86
17.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1168,13
17.07.2026;Кафе;SURF COFFEE EKATERINBURG;-300,02
17.07.2026;Маркетплейсы;WILDBERRIES 4715;-3057,62
18.07.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
18.07.2026;Супермаркеты;VKUSVILL 2281;-1032,71
18.07.2026;Кафе;COFFEE LIKE EKB;-379,76
18.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-276,92
19.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-463,96
19.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-764,92
19.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-3477,21
19.07.2026;Здоровье;APTEKA APREL EKB;-628,14
20.07.2026;Маркетплейсы;OZON.RU MOSCOW;-1418,08
21.07.2026;Кафе;COFFEE LIKE EKB;-199,10
22.07.2026;Прочее;MIDJOURNEY INC;-1000,00
22.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-587,05
22.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-319,38
22.07.2026;Транспорт;METRO EKB TURNIKET;-62,74
22.07.2026;Маркетплейсы;WILDBERRIES 4715;-2903,89
22.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1663,31
23.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1308,59
23.07.2026;Супермаркеты;VKUSVILL 2281;-1376,06
24.07.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
24.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2235,11
24.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-819,73
24.07.2026;Кафе;COFFEE LIKE EKB;-241,89
24.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-786,63
25.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2134,66
25.07.2026;Переводы;PEREVOD SBP;-6361,69
26.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-906,71
26.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2944,39
26.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-812,98
26.07.2026;Рестораны;DODO PIZZA 1130;-860,36
26.07.2026;Маркетплейсы;OZON.RU MOSCOW;-4547,39
27.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1200,13
27.07.2026;Кафе;SURF COFFEE EKATERINBURG;-407,75
27.07.2026;Транспорт;METRO EKB TURNIKET;-55,36
27.07.2026;Электроника;DNS SHOP EKATERINBURG;-7694,88
28.07.2026;Супермаркеты;VKUSVILL 2281;-888,83
28.07.2026;Кафе;COFFEE LIKE EKB;-387,69
28.07.2026;Маркетплейсы;WILDBERRIES 4715;-4274,37
29.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-421,31
29.07.2026;Маркетплейсы;OZON.RU MOSCOW;-4463,40
29.07.2026;Переводы;PEREVOD SBP;-1399,84
30.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1838,26
30.07.2026;Кафе;COFFEE LIKE EKB;-152,74
31.07.2026;Связь;MTS MOBILE PAY;-650,00
31.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1073,72
31.07.2026;Кафе;SURF COFFEE EKATERINBURG;-212,29
01.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-956,90
01.08.2026;Кафе;COFFEE LIKE EKB;-405,98
01.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3528,24
02.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1493,29
02.08.2026;Супермаркеты;VKUSVILL 2281;-1124,54
02.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-181,82
02.08.2026;Транспорт;METRO EKB TURNIKET;-44,40
02.08.2026;Маркетплейсы;WILDBERRIES 4715;-5757,16
03.08.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
03.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-738,39
03.08.2026;Здоровье;APTEKA APREL EKB;-281,54
03.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1557,32
04.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1671,75
04.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-695,50
05.08.2026;Кафе;COFFEE LIKE EKB;-281,92
05.08.2026;Переводы;PEREVOD SBP;-4203,25
06.08.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
06.08.2026;Супермаркеты;VKUSVILL 2281;-947,47
06.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-694,18
06.08.2026;Одежда;SPORTMASTER EKB;-5168,43
07.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3169,31
08.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3751,84
08.08.2026;Кафе;COFFEE LIKE EKB;-354,70
08.08.2026;Кафе;SURF COFFEE EKATERINBURG;-545,24
08.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-648,56
08.08.2026;Транспорт;METRO EKB TURNIKET;-52,39
08.08.2026;Маркетплейсы;WILDBERRIES 4715;-836,02
08.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-750,03
09.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1051,02
10.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1231,25
10.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1023,91
10.08.2026;Кафе;COFFEE LIKE EKB;-282,52
10.08.2026;Рестораны;DODO PIZZA 1130;-1316,70
10.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-794,34
10.08.2026;Маркетплейсы;OZON.RU MOSCOW;-3375,87
10.08.2026;Переводы;PEREVOD SBP;-7899,46
11.08.2026;Кафе;COFFEE LIKE EKB;-364,09
11.08.2026;Транспорт;METRO EKB TURNIKET;-41,25
12.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-787,37
12.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1691,49
12.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-416,03
12.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1779,15
13.08.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
13.08.2026;Супермаркеты;VKUSVILL 2281;-730,14
14.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1023,22
14.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-374,70
14.08.2026;Кафе;COFFEE LIKE EKB;-336,78
14.08.2026;Транспорт;METRO EKB TURNIKET;-60,90
14.08.2026;Маркетплейсы;WILDBERRIES 4715;-1005,25
15.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1069,11
16.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-778,05
16.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-721,64
16.08.2026;Переводы;PEREVOD SBP;-6839,34
17.08.2026;Кафе;COFFEE LIKE EKB;-232,68
17.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-797,42
18.08.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
18.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-467,67
18.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1624,64
18.08.2026;Кафе;COFFEE LIKE EKB;-293,35
18.08.2026;Кафе;SURF COFFEE EKATERINBURG;-421,44
19.08.2026;Транспорт;METRO EKB TURNIKET;-48,95
19.08.2026;Маркетплейсы;WILDBERRIES 4715;-4698,08
20.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2203,27
20.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-949,85
20.08.2026;Кафе;COFFEE LIKE EKB;-264,89
20.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-2430,33
21.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1390,44
21.08.2026;Супермаркеты;VKUSVILL 2281;-1187,69
21.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1016,49
22.08.2026;Прочее;MIDJOURNEY INC;-1000,00
22.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2108,04
22.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-4121,24
22.08.2026;Кафе;COFFEE LIKE EKB;-339,77
22.08.2026;Переводы;PEREVOD SBP;-1149,22
23.08.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
23.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-876,35
24.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1662,71
24.08.2026;Кафе;COFFEE LIKE EKB;-223,15
24.08.2026;Здоровье;APTEKA APREL EKB;-1759,32
25.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1711,47
25.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-544,90
25.08.2026;Рестораны;DODO PIZZA 1130;-1586,37
25.08.2026;Транспорт;METRO EKB TURNIKET;-40,83
26.08.2026;Кафе;COFFEE LIKE EKB;-202,00
26.08.2026;Маркетплейсы;OZON.RU MOSCOW;-3096,48
26.08.2026;Маркетплейсы;WILDBERRIES 4715;-3822,17
27.08.2026;Кафе;SURF COFFEE EKATERINBURG;-287,92
27.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-787,77
27.08.2026;Транспорт;METRO EKB TURNIKET;-65,76
28.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-765,61
28.08.2026;Супермаркеты;VKUSVILL 2281;-763,53
29.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-755,18
29.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1033,06
29.08.2026;Кафе;COFFEE LIKE EKB;-182,28
29.08.2026;Маркетплейсы;WILDBERRIES 4715;-3679,12
30.08.2026;Кафе;COFFEE LIKE EKB;-199,99
31.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1013,60
31.08.2026;Рестораны;DODO PIZZA 1130;-629,29
31.08.2026;Транспорт;METRO EKB TURNIKET;-42,74
31.08.2026;Переводы;PEREVOD SBP;-5882,41
