Дата операции;Категория;Описание;Сумма в валюте счёта
24.06.2026;Переводы;PEREVOD SBP;-2960,30
25.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-675,76
25.06.2026;Транспорт;METRO EKB TURNIKET;-40,75
25.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-1951,38
25.06.2026;Маркетплейсы;OZON.RU MOSCOW;-3671,16
26.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-994,24
26.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3177,27
26.06.2026;Маркетплейсы;WILDBERRIES 4715;-799,75
26.06.2026;Переводы;PEREVOD SBP;-1519,87
27.06.2026;Кафе;COFFEE LIKE EKB;-286,61
27.06.2026;Рестораны;DODO PIZZA 1130;-619,01
28.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-360,51
28.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-652,33
28.06.2026;Кафе;COFFEE LIKE EKB;-372,03
28.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-266,21
28.06.2026;Здоровье;APTEKA APREL EKB;-1667,83
29.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1108,71
29.06.2026;Транспорт;METRO EKB TURNIKET;-40,51
29.06.2026;Маркетплейсы;WILDBERRIES 4715;-4395,06
29.06.2026;Переводы;PEREVOD SBP;-1598,08
01.07.2026;Супермаркеты;VKUSVILL 2281;-648,96
02.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2049,86
02.07.2026;Кафе;COFFEE LIKE EKB;-178,50
02.07.2026;Кафе;SURF COFFEE EKATERINBURG;-494,18
02.07.2026;Транспорт;METRO EKB TURNIKET;-35,98
03.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-349,90
03.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2897,88
03.07.2026;Маркетплейсы;OZON.RU MOSCOW;-5094,66
04.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-959,63
04.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-713,03
04.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1234,21
05.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2112,10
05.07.2026;Супермаркеты;VKUSVILL 2281;-737,64
05.07.2026;Маркетплейсы;WILDBERRIES 4715;-3269,05
05.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-2056,22
05.07.2026;Переводы;PEREVOD SBP;-5026,95
06.07.2026;Прочее;GOOGLE*GOOGLE ONE MOUNTAIN VIEW;-199,00
06.07.2026;Кафе;COFFEE LIKE EKB;-373,75
06.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-292,45
06.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-1700,91
07.07.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
07.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-709,55
07.07.2026;Кафе;SURF COFFEE EKATERINBURG;-338,26
07.07.2026;Маркетплейсы;OZON.RU MOSCOW;-1791,50
08.07.2026;Кафе;COFFEE LIKE EKB;-340,97
08.07.2026;Рестораны;DODO PIZZA 1130;-1418,28
08.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-246,18
09.07.2026;Прочее;YANDEX 360 MOSCOW RUS;-399,00
09.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2289,65
09.07.2026;Супермаркеты;VKUSVILL 2281;-974,97
09.07.2026;Кафе;COFFEE LIKE EKB;-410,68
09.07.2026;Транспорт;METRO EKB TURNIKET;-56,23
10.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1273,67
11.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-884,50
11.07.2026;Маркетплейсы;WILDBERRIES 4715;-914,55
11.07.2026;Переводы;PEREVOD SBP;-6178,41
12.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-498,16
12.07.2026;Кафе;COFFEE LIKE EKB;-222,92
13.07.2026;Развлечения;KINOPOISK.RU;-399,00
13.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-632,33
13.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1108,45
13.07.2026;Транспорт;METRO EKB TURNIKET;-36,32
13.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2617,93
14.07.2026;Прочее;MAIL.RU CLOUD MOSCOW RUS;-149,00
14.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1902,05
14.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2718,86
14.07.2026;Супермаркеты;VKUSVILL 2281;-262,10
15.07.2026;Развлечения;PREMIER.ONE MOSCOW RUS;-399,00
15.07.2026;Кафе;COFFEE LIKE EKB;-280,54
16.07.2026;Кафе;COFFEE LIKE EKB;-267,61
16.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-263,40
16.07.2026;Маркетплейсы;WILDBERRIES 4715;-3947,71
17.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1912,94
17.07.2026;Кафе;SURF COFFEE EKATERINBURG;-209,84
17.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-1486,73
18.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-936,99
18.07.2026;Кафе;COFFEE LIKE EKB;-379,96
18.07.2026;Транспорт;METRO EKB TURNIKET;-33,96
18.07.2026;Маркетплейсы;OZON.RU MOSCOW;-1572,92
19.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-770,82
19.07.2026;Одежда;SPORTMASTER EKB;-5520,97
19.07.2026;Переводы;PEREVOD SBP;-3510,42
20.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1463,59
20.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1637,31
20.07.2026;Кафе;COFFEE LIKE EKB;-374,30
20.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-541,30
20.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2230,35
21.07.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
22.07.2026;Развлечения;OKKO TV MOSCOW RUS;-799,00
22.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2097,00
22.07.2026;Рестораны;DODO PIZZA 1130;-1194,67
22.07.2026;Переводы;PEREVOD SBP;-4207,87
23.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-871,32
23.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1687,14
23.07.2026;Супермаркеты;VKUSVILL 2281;-1407,71
23.07.2026;Маркетплейсы;WILDBERRIES 4715;-4090,19
24.07.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
24.07.2026;Кафе;COFFEE LIKE EKB;-215,84
24.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-374,13
24.07.2026;Транспорт;METRO EKB TURNIKET;-43,70
25.07.2026;Супермаркеты;VKUSVILL 2281;-1180,02
25.07.2026;Кафе;SURF COFFEE EKATERINBURG;-245,20
25.07.2026;Здоровье;APTEKA APREL EKB;-1442,20
26.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-760,54
26.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1767,73
27.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1197,64
27.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-3134,94
27.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1485,44
28.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1441,74
28.07.2026;Кафе;COFFEE LIKE EKB;-275,47
29.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1113,20
29.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-353,05
29.07.2026;Маркетплейсы;WILDBERRIES 4715;-3603,05
30.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-968,37
30.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1105,16
30.07.2026;Супермаркеты;VKUSVILL 2281;-1091,58
30.07.2026;Кафе;COFFEE LIKE EKB;-157,75
30.07.2026;Кафе;SURF COFFEE EKATERINBURG;-557,75
30.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-571,40
30.07.2026;Транспорт;METRO EKB TURNIKET;-47,21
30.07.2026;Переводы;PEREVOD SBP;-4407,91
31.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3978,52
31.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-540,85
31.07.2026;Маркетплейсы;WILDBERRIES 4715;-3500,70
01.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2389,91
01.08.2026;Кафе;COFFEE LIKE EKB;-379,76
01.08.2026;Маркетплейсы;OZON.RU MOSCOW;-4907,50
02.08.2026;Рестораны;DODO PIZZA 1130;-667,40
03.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1396,56
04.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1014,36
04.08.2026;Супермаркеты;VKUSVILL 2281;-1083,65
04.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1119,10
04.08.2026;Кафе;COFFEE LIKE EKB;-365,41
04.08.2026;Транспорт;METRO EKB TURNIKET;-41,06
05.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-571,69
05.08.2026;Кафе;SURF COFFEE EKATERINBURG;-233,83
06.08.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
06.08.2026;Прочее;GOOGLE*GOOGLE ONE MOUNTAIN VIEW;-199,00
06.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-804,32
06.08.2026;Транспорт;METRO EKB TURNIKET;-38,94
06.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-1689,11
06.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-425,16
06.08.2026;Переводы;PEREVOD SBP;-4148,92
07.08.2026;Кафе;COFFEE LIKE EKB;-241,89
07.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1772,17
08.08.2026;Прочее;YANDEX 360 MOSCOW RUS;-399,00
08.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1543,68
09.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-420,61
09.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2074,35
10.08.2026;Супермаркеты;VKUSVILL 2281;-669,45
10.08.2026;Рестораны;DODO PIZZA 1130;-789,54
10.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-740,90
11.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-798,64
11.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1547,52
11.08.2026;Кафе;COFFEE LIKE EKB;-224,59
11.08.2026;Электроника;DNS SHOP EKATERINBURG;-7270,63
12.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-598,41
12.08.2026;Кафе;COFFEE LIKE EKB;-152,74
12.08.2026;Кафе;SURF COFFEE EKATERINBURG;-482,57
12.08.2026;Транспорт;METRO EKB TURNIKET;-38,78
12.08.2026;Маркетплейсы;WILDBERRIES 4715;-3058,86
12.08.2026;Переводы;PEREVOD SBP;-3937,59
13.08.2026;Развлечения;KINOPOISK.RU;-399,00
13.08.2026;Прочее;MAIL.RU CLOUD MOSCOW RUS;-149,00
13.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-474,61
13.08.2026;Маркетплейсы;OZON.RU MOSCOW;-5240,72
14.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1632,69
14.08.2026;Супермаркеты;VKUSVILL 2281;-1152,50
14.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3401,18
15.08.2026;Развлечения;PREMIER.ONE MOSCOW RUS;-399,00
15.08.2026;Кафе;COFFEE LIKE EKB;-344,42
15.08.2026;Кафе;SURF COFFEE EKATERINBURG;-273,50
15.08.2026;Транспорт;METRO EKB TURNIKET;-55,54
16.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-663,13
16.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1584,30
16.08.2026;Переводы;PEREVOD SBP;-3942,77
17.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-796,20
17.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3147,64
17.08.2026;Кафе;COFFEE LIKE EKB;-281,92
17.08.2026;Маркетплейсы;WILDBERRIES 4715;-4485,23
18.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-691,00
18.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-762,59
18.08.2026;Транспорт;METRO EKB TURNIKET;-49,42
19.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1168,13
19.08.2026;Кафе;SURF COFFEE EKATERINBURG;-353,81
20.08.2026;Развлечения;OKKO TV MOSCOW RUS;-799,00
20.08.2026;Кафе;COFFEE LIKE EKB;-324,39
20.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-1841,75
20.08.2026;Переводы;PEREVOD SBP;-8712,70
21.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-467,38
21.08.2026;Кафе;COFFEE LIKE EKB;-282,52
21.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-380,82
21.08.2026;Транспорт;METRO EKB TURNIKET;-54,05
22.08.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
22.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-815,05
22.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1774,33
22.08.2026;Рестораны;DODO PIZZA 1130;-697,88
22.08.2026;Маркетплейсы;WILDBERRIES 4715;-5353,56
23.08.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
23.08.2026;Супермаркеты;VKUSVILL 2281;-632,40
23.08.2026;Одежда;SPORTMASTER EKB;-6099,44
24.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-595,21
24.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2743,21
24.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1493,23
24.08.2026;Кафе;COFFEE LIKE EKB;-209,83
24.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-889,22
24.08.2026;Здоровье;APTEKA APREL EKB;-1575,62
24.08.2026;Маркетплейсы;OZON.RU MOSCOW;-849,28
25.08.2026;Кафе;SURF COFFEE EKATERINBURG;-508,26
25.08.2026;Транспорт;METRO EKB TURNIKET;-48,17
25.08.2026;Маркетплейсы;WILDBERRIES 4715;-4594,83
26.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2265,87
26.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1271,90
26.08.2026;Кафе;COFFEE LIKE EKB;-336,78
27.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1952,01
28.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1091,82
28.08.2026;Супермаркеты;VKUSVILL 2281;-758,98
28.08.2026;Кафе;COFFEE LIKE EKB;-277,78
28.08.2026;Транспорт;METRO EKB TURNIKET;-48,35
28.08.2026;Маркетплейсы;WILDBERRIES 4715;-1686,38
28.08.2026;Переводы;PEREVOD SBP;-4410,82
29.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1999,59
29.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-527,64
29.08.2026;Транспорт;METRO EKB TURNIKET;-42,49
29.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1452,65
30.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3785,30
30.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-812,98
30.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3130,33
31.08.2026;Маркетплейсы;OZON.RU MOSCOW;-643,40
