Дата операции;Категория;Описание;Сумма в валюте счёта
26.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-408,15
26.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2345,98
26.06.2026;Кафе;SURF COFFEE EKATERINBURG;-300,47
26.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-724,90
28.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1641,07
28.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-983,85
28.06.2026;Транспорт;METRO EKB TURNIKET;-60,99
29.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-648,11
29.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-728,63
29.06.2026;Кафе;COFFEE LIKE EKB;-295,80
29.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-248,99
29.06.2026;Маркетплейсы;OZON.RU MOSCOW;-1467,82
30.06.2026;Прочее;SBERPRIME PODPISKA;-299,00
30.06.2026;Кафе;COFFEE LIKE EKB;-390,14
30.06.2026;Транспорт;METRO EKB TURNIKET;-54,18
30.06.2026;Маркетплейсы;WILDBERRIES 4715;-4738,38
01.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2054,19
01.07.2026;Кафе;SURF COFFEE EKATERINBURG;-407,17
01.07.2026;Здоровье;APTEKA APREL EKB;-1476,02
02.07.2026;Развлечения;YANDEX PLUS MOSCOW RUS 688637;-449,00
02.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1318,56
02.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1326,54
02.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-625,50
02.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-3378,39
02.07.2026;Одежда;SPORTMASTER EKB;-5380,18
03.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2373,44
03.07.2026;Супермаркеты;VKUSVILL 2281;-572,82
03.07.2026;Кафе;COFFEE LIKE EKB;-348,32
03.07.2026;Электроника;DNS SHOP EKATERINBURG;-9228,38
04.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1680,27
04.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2001,66
05.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1267,24
05.07.2026;Кафе;COFFEE LIKE EKB;-211,81
05.07.2026;Транспорт;METRO EKB TURNIKET;-52,71
06.07.2026;Развлечения;WINK ROSTELECOM;-299,00
06.07.2026;Спорт;WORLD CLASS EKB 426858;-3200,00
06.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2493,36
06.07.2026;Переводы;PEREVOD SBP;-3014,23
07.07.2026;Кафе;COFFEE LIKE EKB;-332,06
08.07.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-942,71
08.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-812,84
08.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1729,75
08.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-203,69
08.07.2026;Маркетплейсы;WILDBERRIES 4715;-1724,04
09.07.2026;Супермаркеты;VKUSVILL 2281;-928,88
09.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-1677,62
10.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3845,92
10.07.2026;Кафе;COFFEE LIKE EKB;-155,60
10.07.2026;Кафе;SURF COFFEE EKATERINBURG;-244,98
10.07.2026;Рестораны;DODO PIZZA 1130;-629,15
11.07.2026;Прочее;APPLE.COM/BILL ITUNES.COM;-149,00
11.07.2026;Прочее;OPENAI *CHATGPT SUBSCR 842225;-2100,00
11.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1699,85
11.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1114,88
11.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-751,30
11.07.2026;Кафе;COFFEE LIKE EKB;-356,49
11.07.2026;Маркетплейсы;OZON.RU MOSCOW;-4005,20
11.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-970,71
12.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-439,05
12.07.2026;Переводы;PEREVOD SBP;-5088,05
13.07.2026;Транспорт;METRO EKB TURNIKET;-41,04
14.07.2026;Развлечения;KINOPOISK.RU 308496;-399,00
14.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-560,09
14.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-855,66
14.07.2026;Кафе;COFFEE LIKE EKB;-356,04
14.07.2026;Маркетплейсы;WILDBERRIES 4715;-4091,04
15.07.2026;Супермаркеты;VKUSVILL 2281;-1499,89
15.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-822,73
15.07.2026;Кафе;COFFEE LIKE EKB;-197,30
15.07.2026;Переводы;PEREVOD SBP;-6778,47
16.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-542,63
16.07.2026;Кафе;COFFEE LIKE EKB;-225,10
16.07.2026;Кафе;SURF COFFEE EKATERINBURG;-389,27
17.07.2026;Переводы;PEREVOD SBP;-7949,34
18.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1578,05
18.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-544,19
18.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-821,26
18.07.2026;Кафе;COFFEE LIKE EKB;-419,18
18.07.2026;Рестораны;DODO PIZZA 1130;-1132,32
18.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-411,97
18.07.2026;Транспорт;METRO EKB TURNIKET;-37,16
18.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2773,50
19.07.2026;Супермаркеты;VKUSVILL 2281;-1228,73
19.07.2026;Кафе;COFFEE LIKE EKB;-411,64
19.07.2026;Маркетплейсы;OZON.RU MOSCOW;-4281,95
19.07.2026;Маркетплейсы;WILDBERRIES 4715;-3500,98
20.07.2026;Развлечения;litres.ru;-399,00
20.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1812,63
20.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1459,36
20.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2157,85
20.07.2026;Здоровье;APTEKA APREL EKB;-858,59
20.07.2026;Электроника;DNS SHOP EKATERINBURG;-3132,25
21.07.2026;Развлечения;OOO OKKO SPB 581741;-599,00
21.07.2026;Кафе;SURF COFFEE EKATERINBURG;-391,07
22.07.2026;Кафе;COFFEE LIKE EKB;-276,90
22.07.2026;Транспорт;METRO EKB TURNIKET;-58,25
22.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2237,99
22.07.2026;Переводы;PEREVOD SBP;-5753,27
23.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-869,09
23.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-912,44
24.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1156,05
24.07.2026;Кафе;COFFEE LIKE EKB;-178,24
24.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-475,01
25.07.2026;Маркетплейсы;OZON.RU MOSCOW;-653,57
26.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1284,25
26.07.2026;Транспорт;METRO EKB TURNIKET;-39,84
26.07.2026;Маркетплейсы;WILDBERRIES 4715;-2468,82
27.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1336,15
27.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1736,13
27.07.2026;Супермаркеты;VKUSVILL 2281;-1068,18
27.07.2026;Кафе;COFFEE LIKE EKB;-193,42
27.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2714,26
27.07.2026;Переводы;PEREVOD SBP;-2037,19
28.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-504,49
28.07.2026;Кафе;COFFEE LIKE EKB;-328,90
28.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-802,29
28.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-676,80
29.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1395,79
30.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1380,18
30.07.2026;Кафе;SURF COFFEE EKATERINBURG;-358,48
31.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-511,98
31.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-897,81
31.07.2026;Кафе;COFFEE LIKE EKB;-258,12
31.07.2026;Транспорт;METRO EKB TURNIKET;-43,84
31.07.2026;Маркетплейсы;OZON.RU MOSCOW;-1178,62
01.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1201,04
01.08.2026;Переводы;PEREVOD SBP;-6389,19
02.08.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
02.08.2026;Прочее;SBERPRIME PODPISKA;-299,00
02.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1265,53
02.08.2026;Супермаркеты;VKUSVILL 2281;-507,21
03.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1923,93
03.08.2026;Супермаркеты;VKUSVILL 2281;-285,27
03.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1422,82
03.08.2026;Кафе;COFFEE LIKE EKB;-173,78
03.08.2026;Рестораны;DODO PIZZA 1130;-1599,09
03.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-439,76
03.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-2346,44
03.08.2026;Переводы;PEREVOD SBP;-6630,06
04.08.2026;Спорт;WORLD CLASS EKB;-3200,00
04.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1753,24
04.08.2026;Маркетплейсы;WILDBERRIES 4715;-5959,78
05.08.2026;Развлечения;WINK ROSTELECOM;-299,00
05.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1194,62
05.08.2026;Кафе;COFFEE LIKE EKB;-218,15
05.08.2026;Кафе;SURF COFFEE EKATERINBURG;-448,07
05.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-296,83
05.08.2026;Переводы;PEREVOD SBP;-871,39
06.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1645,20
06.08.2026;Здоровье;APTEKA APREL EKB;-1828,00
06.08.2026;Одежда;SPORTMASTER EKB;-7645,88
07.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1985,22
08.08.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1467,50
08.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1004,01
08.08.2026;Рестораны;DODO PIZZA 1130;-1081,62
08.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-828,97
08.08.2026;Транспорт;METRO EKB TURNIKET;-37,87
08.08.2026;Маркетплейсы;OZON.RU MOSCOW;-3706,31
08.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-806,12
08.08.2026;Переводы;PEREVOD SBP;-8741,50
09.08.2026;Супермаркеты;VKUSVILL 2281;-1090,13
09.08.2026;Кафе;COFFEE LIKE EKB;-383,53
09.08.2026;Маркетплейсы;WILDBERRIES 4715;-1041,13
10.08.2026;Прочее;APPLE.COM/BILL ITUNES.COM 694916;-149,00
11.08.2026;Прочее;OPENAI *CHATGPT SUBSCR 132938;-2100,00
11.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-583,44
11.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1895,22
12.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1209,59
12.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1758,57
13.08.2026;Развлечения;KINOPOISK.RU;-399,00
13.08.2026;Кафе;COFFEE LIKE EKB;-372,73
13.08.2026;Кафе;SURF COFFEE EKATERINBURG;-401,57
13.08.2026;Рестораны;DODO PIZZA 1130;-1140,53
13.08.2026;Транспорт;METRO EKB TURNIKET;-61,33
14.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3144,81
14.08.2026;Маркетплейсы;WILDBERRIES 4715;-1921,82
15.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2156,86
15.08.2026;Супермаркеты;VKUSVILL 2281;-959,32
15.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1261,55
15.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-389,55
16.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-703,57
16.08.2026;Переводы;PEREVOD SBP;-5690,06
17.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-797,98
17.08.2026;Транспорт;METRO EKB TURNIKET;-37,77
18.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2200,17
18.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-915,40
18.08.2026;Кафе;COFFEE LIKE EKB;-274,73
19.08.2026;Развлечения;LITRES.RU;-399,00
19.08.2026;Развлечения;LITRES.RU;-399,00
19.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1531,62
19.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2432,21
19.08.2026;Маркетплейсы;OZON.RU MOSCOW;-4172,27
20.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-283,48
20.08.2026;Кафе;SURF COFFEE EKATERINBURG;-206,15
20.08.2026;Маркетплейсы;WILDBERRIES 4715;-4815,13
20.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1279,13
21.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-628,04
21.08.2026;Супермаркеты;VKUSVILL 2281;-1210,95
21.08.2026;Кафе;COFFEE LIKE EKB;-164,64
21.08.2026;Рестораны;DODO PIZZA 1130;-1299,68
21.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-233,46
22.08.2026;Кафе;COFFEE LIKE EKB;-284,59
22.08.2026;Транспорт;METRO EKB TURNIKET;-38,76
22.08.2026;Переводы;PEREVOD SBP;-2489,03
23.08.2026;Развлечения;OOO OKKO SPB;-599,00
23.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1774,46
23.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-715,45
23.08.2026;Здоровье;APTEKA APREL EKB;-1172,39
24.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2189,88
24.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-807,36
24.08.2026;Кафе;COFFEE LIKE EKB;-269,35
24.08.2026;Переводы;PEREVOD SBP;-2532,93
25.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-934,11
25.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3330,95
27.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1975,93
27.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1618,96
27.08.2026;Кафе;COFFEE LIKE EKB;-185,37
27.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-658,83
27.08.2026;Транспорт;METRO EKB TURNIKET;-54,81
27.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1809,06
27.08.2026;Маркетплейсы;WILDBERRIES 4715;-883,28
28.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1534,89
29.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-820,53
30.08.2026;Супермаркеты;VKUSVILL 2281;-468,06
30.08.2026;Кафе;COFFEE LIKE EKB;-227,77
30.08.2026;Рестораны;DODO PIZZA 1130;-858,99
31.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-756,96
31.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-845,45
31.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1830,25
31.08.2026;Кафе;SURF COFFEE EKATERINBURG;-465,54
