Дата операции;Категория;Описание;Сумма в валюте счёта
23.06.2026;Супермаркеты;VKUSVILL 2281;-1398,88
24.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2175,11
25.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1198,09
25.06.2026;Кафе;COFFEE LIKE EKB;-195,30
25.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-571,10
25.06.2026;Переводы;PEREVOD SBP;-8867,79
26.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-663,55
26.06.2026;Кафе;COFFEE LIKE EKB;-180,92
26.06.2026;Здоровье;APTEKA APREL EKB;-1552,53
27.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-583,42
27.06.2026;Кафе;COFFEE LIKE EKB;-371,21
27.06.2026;Транспорт;METRO EKB TURNIKET;-65,29
27.06.2026;Маркетплейсы;OZON.RU MOSCOW;-887,77
27.06.2026;Маркетплейсы;WILDBERRIES 4715;-3000,48
28.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2391,93
28.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1317,58
28.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2721,17
29.06.2026;Супермаркеты;VKUSVILL 2281;-693,58
29.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-756,10
29.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-572,10
29.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2891,08
30.06.2026;Кафе;COFFEE LIKE EKB;-156,93
30.06.2026;Кафе;SURF COFFEE EKATERINBURG;-323,53
01.07.2026;Прочее;SBERPRIME PODPISKA;-299,00
01.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1420,56
01.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1262,38
02.07.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
02.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-983,81
02.07.2026;Кафе;COFFEE LIKE EKB;-234,23
02.07.2026;Транспорт;METRO EKB TURNIKET;-58,09
02.07.2026;Маркетплейсы;OZON.RU MOSCOW;-3825,26
02.07.2026;Переводы;PEREVOD SBP;-965,65
03.07.2026;Кафе;COFFEE LIKE EKB;-257,10
03.07.2026;Рестораны;DODO PIZZA 1130;-1273,08
03.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2186,96
04.07.2026;Кафе;COFFEE LIKE EKB;-343,05
04.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2986,04
05.07.2026;Развлечения;WINK ROSTELECOM;-299,00
05.07.2026;Спорт;WORLD CLASS EKB;-3200,00
05.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1468,82
05.07.2026;Кафе;SURF COFFEE EKATERINBURG;-301,84
05.07.2026;Маркетплейсы;WILDBERRIES 4715;-5620,78
06.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-343,88
06.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-302,99
06.07.2026;Супермаркеты;VKUSVILL 2281;-536,43
06.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-828,18
06.07.2026;Транспорт;METRO EKB TURNIKET;-38,49
06.07.2026;Здоровье;APTEKA APREL EKB;-263,10
07.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1791,47
07.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1787,69
08.07.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1819,10
08.07.2026;Супермаркеты;VKUSVILL 2281;-1078,44
08.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1411,60
08.07.2026;Кафе;COFFEE LIKE EKB;-319,36
08.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2384,68
09.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2782,15
09.07.2026;Переводы;PEREVOD SBP;-7022,47
10.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-875,00
10.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1379,82
10.07.2026;Транспорт;METRO EKB TURNIKET;-42,88
10.07.2026;Маркетплейсы;WILDBERRIES 4715;-1175,60
11.07.2026;Прочее;APPLE.COM/BILL ITUNES.COM;-149,00
11.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1653,20
11.07.2026;Кафе;COFFEE LIKE EKB;-177,51
11.07.2026;Кафе;SURF COFFEE EKATERINBURG;-206,84
11.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1435,35
12.07.2026;Прочее;OPENAI *CHATGPT SUBSCR;-2100,00
12.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1563,91
12.07.2026;Супермаркеты;VKUSVILL 2281;-346,08
12.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-507,63
12.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-3387,49
12.07.2026;Одежда;SPORTMASTER EKB;-6939,27
13.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-487,87
14.07.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
14.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1263,75
14.07.2026;Кафе;COFFEE LIKE EKB;-312,11
15.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-289,73
15.07.2026;Кафе;COFFEE LIKE EKB;-182,68
15.07.2026;Здоровье;APTEKA APREL EKB;-1356,90
15.07.2026;Маркетплейсы;OZON.RU MOSCOW;-4638,65
16.07.2026;Кафе;SURF COFFEE EKATERINBURG;-210,17
16.07.2026;Рестораны;DODO PIZZA 1130;-714,33
16.07.2026;Транспорт;METRO EKB TURNIKET;-34,85
16.07.2026;Электроника;DNS SHOP EKATERINBURG;-13014,21
17.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2303,94
17.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2989,33
17.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-533,85
17.07.2026;Маркетплейсы;WILDBERRIES 4715;-4039,83
18.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-631,35
18.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2369,81
19.07.2026;Развлечения;LITRES.RU;-399,00
19.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-968,09
19.07.2026;Супермаркеты;VKUSVILL 2281;-1218,93
19.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1083,71
19.07.2026;Кафе;COFFEE LIKE EKB;-243,75
19.07.2026;Переводы;PEREVOD SBP;-6995,37
20.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1361,22
20.07.2026;Маркетплейсы;WILDBERRIES 4715;-2640,20
21.07.2026;Кафе;COFFEE LIKE EKB;-265,66
21.07.2026;Кафе;SURF COFFEE EKATERINBURG;-426,01
21.07.2026;Транспорт;METRO EKB TURNIKET;-44,83
22.07.2026;Развлечения;OKKO.TV;-499,00
22.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-691,60
22.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-688,79
23.07.2026;Супермаркеты;VKUSVILL 2281;-1102,60
23.07.2026;Кафе;COFFEE LIKE EKB;-242,13
23.07.2026;Маркетплейсы;OZON.RU MOSCOW;-2668,13
24.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-300,44
24.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-772,65
24.07.2026;Транспорт;METRO EKB TURNIKET;-46,60
24.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2675,06
24.07.2026;Маркетплейсы;WILDBERRIES 4715;-3885,00
24.07.2026;Переводы;PEREVOD SBP;-4727,78
25.07.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3886,66
25.07.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1215,50
26.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-940,77
26.07.2026;Кафе;COFFEE LIKE EKB;-379,39
27.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1649,01
27.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1017,45
27.07.2026;Рестораны;DODO PIZZA 1130;-542,97
27.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-875,97
28.07.2026;Маркетплейсы;OZON.RU MOSCOW;-3381,70
29.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1906,02
29.07.2026;Кафе;COFFEE LIKE EKB;-409,41
29.07.2026;Транспорт;METRO EKB TURNIKET;-55,50
29.07.2026;Здоровье;APTEKA APREL EKB;-1356,09
29.07.2026;Маркетплейсы;WILDBERRIES 4715;-2923,65
29.07.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1978,02
31.07.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1441,91
31.07.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-318,06
31.07.2026;Супермаркеты;VKUSVILL 2281;-1306,14
31.07.2026;Кафе;COFFEE LIKE EKB;-321,61
31.07.2026;Транспорт;YANDEX GO MOSCOW RUS;-452,35
31.07.2026;Автомобиль;GAZPROMNEFT AZS 152;-2049,24
31.07.2026;Переводы;PEREVOD SBP;-4160,57
01.08.2026;Прочее;SBERPRIME PODPISKA;-299,00
01.08.2026;Маркетплейсы;OZON.RU MOSCOW;-497,00
02.08.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
02.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-551,31
02.08.2026;Кафе;SURF COFFEE EKATERINBURG;-468,53
03.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-321,19
03.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1580,29
03.08.2026;Кафе;COFFEE LIKE EKB;-267,58
03.08.2026;Транспорт;METRO EKB TURNIKET;-53,11
04.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-994,24
04.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1115,78
04.08.2026;Кафе;COFFEE LIKE EKB;-348,12
05.08.2026;Развлечения;WINK ROSTELECOM;-299,00
05.08.2026;Спорт;WORLD CLASS EKB;-3200,00
05.08.2026;Супермаркеты;VKUSVILL 2281;-1347,53
05.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-834,53
05.08.2026;Здоровье;APTEKA APREL EKB;-1800,88
06.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3690,60
06.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-793,46
06.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3044,46
06.08.2026;Маркетплейсы;WILDBERRIES 4715;-5010,30
07.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1128,18
07.08.2026;Кафе;COFFEE LIKE EKB;-368,21
07.08.2026;Переводы;PEREVOD SBP;-2455,94
08.08.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.08.2026;Рестораны;DODO PIZZA 1130;-1040,06
08.08.2026;Транспорт;METRO EKB TURNIKET;-45,62
08.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1020,88
09.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2147,74
09.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1130,48
09.08.2026;Кафе;COFFEE LIKE EKB;-295,31
09.08.2026;Кафе;SURF COFFEE EKATERINBURG;-295,21
09.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-376,14
10.08.2026;Кафе;COFFEE LIKE EKB;-347,38
11.08.2026;Прочее;APPLE.COM/BILL ITUNES.COM;-149,00
11.08.2026;Супермаркеты;VKUSVILL 2281;-583,91
12.08.2026;Прочее;OPENAI *CHATGPT SUBSCR;-2100,00
12.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2049,86
12.08.2026;Супермаркеты;VKUSVILL 2281;-307,44
12.08.2026;Транспорт;METRO EKB TURNIKET;-52,24
13.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1255,22
13.08.2026;Кафе;COFFEE LIKE EKB;-222,47
13.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-843,32
13.08.2026;Маркетплейсы;OZON.RU MOSCOW;-3218,54
14.08.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
14.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2146,26
14.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-2586,70
14.08.2026;Маркетплейсы;WILDBERRIES 4715;-5496,81
14.08.2026;Переводы;PEREVOD SBP;-5249,15
15.08.2026;Супермаркеты;VKUSVILL 2281;-999,75
15.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1618,01
15.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-540,49
15.08.2026;Транспорт;METRO EKB TURNIKET;-40,66
15.08.2026;Здоровье;APTEKA APREL EKB;-419,85
15.08.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1806,67
16.08.2026;Кафе;SURF COFFEE EKATERINBURG;-367,12
16.08.2026;Рестораны;DODO PIZZA 1130;-796,94
17.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2289,65
17.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1108,71
17.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1805,81
17.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1325,54
17.08.2026;Кафе;COFFEE LIKE EKB;-173,40
18.08.2026;Супермаркеты;VKUSVILL 2281;-801,13
18.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1829,06
18.08.2026;Кафе;COFFEE LIKE EKB;-388,04
18.08.2026;Транспорт;METRO EKB TURNIKET;-55,01
19.08.2026;Развлечения;LITRES.RU;-399,00
19.08.2026;Кафе;SURF COFFEE EKATERINBURG;-283,42
19.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-391,97
19.08.2026;Одежда;SPORTMASTER EKB;-7226,90
19.08.2026;Переводы;PEREVOD SBP;-3875,10
20.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1274,86
21.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-463,96
21.08.2026;Кафе;COFFEE LIKE EKB;-314,79
21.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-596,73
21.08.2026;Транспорт;METRO EKB TURNIKET;-62,66
22.08.2026;Развлечения;OKKO.TV;-499,00
22.08.2026;Маркетплейсы;WILDBERRIES 4715;-3620,18
23.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3537,28
23.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1427,86
23.08.2026;Переводы;PEREVOD SBP;-6807,35
24.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1902,05
24.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-709,55
24.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1501,37
24.08.2026;Транспорт;METRO EKB TURNIKET;-51,04
24.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-3227,04
25.08.2026;Кафе;COFFEE LIKE EKB;-252,33
25.08.2026;Рестораны;DODO PIZZA 1130;-1324,72
26.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-285,50
26.08.2026;Переводы;PEREVOD SBP;-1161,83
27.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1308,59
27.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1236,35
27.08.2026;Супермаркеты;LENTA-186 EKATERINBURG;-901,74
27.08.2026;Супермаркеты;VKUSVILL 2281;-1480,45
27.08.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1196,78
29.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1463,59
29.08.2026;Транспорт;YANDEX GO MOSCOW RUS;-562,39
29.08.2026;Транспорт;METRO EKB TURNIKET;-35,44
29.08.2026;Маркетплейсы;WILDBERRIES 4715;-5556,52
30.08.2026;Кафе;COFFEE LIKE EKB;-199,10
30.08.2026;Автомобиль;GAZPROMNEFT AZS 152;-1965,33
31.08.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1200,13
31.08.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-936,99
31.08.2026;Кафе;SURF COFFEE EKATERINBURG;-508,84
31.08.2026;Здоровье;APTEKA APREL EKB;-1707,83
31.08.2026;Маркетплейсы;OZON.RU MOSCOW;-1471,92
